ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-01-15,22358.619758841945,6246.486010497791,39196.34194317242,22358.619758841945,22358.619758841945,75.43283805545438,75.43283805545438,75.43283805545438,75.43283805545438,75.43283805545438,75.43283805545438,0.0,0.0,0.0,22434.0525968974
2010-01-17,22394.483173583627,-1209.2424054363235,31594.558904338883,22394.483173583627,22394.483173583627,-8015.761444091057,-8015.761444091057,-8015.761444091057,-8015.761444091057,-8015.761444091057,-8015.761444091057,0.0,0.0,0.0,14378.72172949257
2010-01-18,22412.414880954468,10234.641412386785,41357.95911002091,22412.414880954468,22412.414880954468,3121.252249762238,3121.252249762238,3121.252249762238,3121.252249762238,3121.252249762238,3121.252249762238,0.0,0.0,0.0,25533.667130716705
2010-01-19,22430.34658832531,13240.365641740109,45279.980468357666,22430.34658832531,22430.34658832531,5961.846001157899,5961.846001157899,5961.846001157899,5961.846001157899,5961.846001157899,5961.846001157899,0.0,0.0,0.0,28392.19258948321
2010-01-20,22448.27829569615,9254.288777364412,39636.45346275849,22448.27829569615,22448.27829569615,2269.1096871726786,2269.1096871726786,2269.1096871726786,2269.1096871726786,2269.1096871726786,2269.1096871726786,0.0,0.0,0.0,24717.38798286883
2010-01-21,22466.21000306699,17860.495923723258,49787.577517873586,22466.21000306699,22466.21000306699,10223.8194744801,10223.8194744801,10223.8194744801,10223.8194744801,10223.8194744801,10223.8194744801,0.0,0.0,0.0,32690.02947754709
2010-01-22,22484.141710437827,7807.31643422997,38932.17315974132,22484.141710437827,22484.141710437827,75.43283806817014,75.43283806817014,75.43283806817014,75.43283806817014,75.43283806817014,75.43283806817014,0.0,0.0,0.0,22559.574548505996
2010-01-24,22520.005119249865,-2654.6345126955634,30580.84304049987,22520.005119249865,22520.005119249865,-8015.76144406762,-8015.76144406762,-8015.76144406762,-8015.76144406762,-8015.76144406762,-8015.76144406762,0.0,0.0,0.0,14504.243675182246
2010-01-25,22537.936823655884,10250.848679230141,41358.13024857666,22537.936823655884,22537.936823655884,3121.2522497659334,3121.2522497659334,3121.2522497659334,3121.2522497659334,3121.2522497659334,3121.2522497659334,0.0,0.0,0.0,25659.189073421818
2010-01-26,22555.868528061903,13307.166400850097,44747.61641958769,22555.868528061903,22555.868528061903,5961.846001155504,5961.846001155504,5961.846001155504,5961.846001155504,5961.846001155504,5961.846001155504,0.0,0.0,0.0,28517.714529217406
2010-01-27,22573.800232467922,8346.161561334646,40927.768020612144,22573.800232467922,22573.800232467922,2269.1096871648274,2269.1096871648274,2269.1096871648274,2269.1096871648274,2269.1096871648274,2269.1096871648274,0.0,0.0,0.0,24842.909919632748
2010-01-28,22591.73193687394,16462.74840050245,49052.425566061,22591.73193687394,22591.73193687394,10223.819474484255,10223.819474484255,10223.819474484255,10223.819474484255,10223.819474484255,10223.819474484255,0.0,0.0,0.0,32815.551411358196
2010-01-29,22609.663641279956,7132.570961407191,36814.614997446806,22609.663641279956,22609.663641279956,75.43283805867203,75.43283805867203,75.43283805867203,75.43283805867203,75.43283805867203,75.43283805867203,0.0,0.0,0.0,22685.096479338627
2010-01-31,22645.527050091998,-1844.6590165540836,29692.338691633664,22645.527050091998,22645.527050091998,-8015.761444065332,-8015.761444065332,-8015.761444065332,-8015.761444065332,-8015.761444065332,-8015.761444065332,0.0,0.0,0.0,14629.765606026665
2010-02-01,22663.458754498013,9370.076941215306,40803.06306308829,22663.458754498013,22663.458754498013,3121.2522497696314,3121.2522497696314,3121.2522497696314,3121.2522497696314,3121.2522497696314,3121.2522497696314,0.0,0.0,0.0,25784.711004267643
2010-02-02,22681.390458904036,12641.585897048284,43943.656688099036,22681.390458904036,22681.390458904036,5961.8460011587285,5961.8460011587285,5961.8460011587285,5961.8460011587285,5961.8460011587285,5961.8460011587285,0.0,0.0,0.0,28643.236460062762
2010-02-03,22699.32216331005,9954.572227983412,40766.32963248123,22699.32216331005,22699.32216331005,2269.1096871687523,2269.1096871687523,2269.1096871687523,2269.1096871687523,2269.1096871687523,2269.1096871687523,0.0,0.0,0.0,24968.431850478803
2010-02-04,22717.25386771607,17371.79183586194,48598.07896171794,22717.25386771607,22717.25386771607,10223.819474476137,10223.819474476137,10223.819474476137,10223.819474476137,10223.819474476137,10223.819474476137,0.0,0.0,0.0,32941.073342192205
2010-02-05,22735.185572122093,7341.3304643553465,38086.8964721945,22735.185572122093,22735.185572122093,75.43283804917363,75.43283804917363,75.43283804917363,75.43283804917363,75.43283804917363,75.43283804917363,0.0,0.0,0.0,22810.618410171268
2010-02-07,22771.048980934127,-767.3453565628022,30122.911972550843,22771.048980934127,22771.048980934127,-8015.761444091836,-8015.761444091836,-8015.761444091836,-8015.761444091836,-8015.761444091836,-8015.761444091836,0.0,0.0,0.0,14755.28753684229
2010-02-08,22788.980685340146,11198.183530238592,43020.37115002733,22788.980685340146,22788.980685340146,3121.2522497658824,3121.2522497658824,3121.2522497658824,3121.2522497658824,3121.2522497658824,3121.2522497658824,0.0,0.0,0.0,25910.23293510603
2010-02-09,22806.912389746165,12139.806544870764,45027.575720241206,22806.912389746165,22806.912389746165,5961.846001156331,5961.846001156331,5961.846001156331,5961.846001156331,5961.846001156331,5961.846001156331,0.0,0.0,0.0,28768.758390902498
2010-02-10,22824.844094152184,9131.498222631955,41619.812855171964,22824.844094152184,22824.844094152184,2269.10968717008,2269.10968717008,2269.10968717008,2269.10968717008,2269.10968717008,2269.10968717008,0.0,0.0,0.0,25093.953781322263
2010-02-11,22842.775798558203,17903.610600635275,47393.761666373706,22842.775798558203,22842.775798558203,10223.819474482625,10223.819474482625,10223.819474482625,10223.819474482625,10223.819474482625,10223.819474482625,0.0,0.0,0.0,33066.59527304083
2010-02-12,22860.707502964222,6872.125292969984,37201.603953245816,22860.707502964222,22860.707502964222,75.43283803967361,75.43283803967361,75.43283803967361,75.43283803967361,75.43283803967361,75.43283803967361,0.0,0.0,0.0,22936.140341003895
2010-02-14,22896.570910385286,-1846.369700077887,31866.840018998493,22896.570910385286,22896.570910385286,-8015.761444078971,-8015.761444078971,-8015.761444078971,-8015.761444078971,-8015.761444078971,-8015.761444078971,0.0,0.0,0.0,14880.809466306315
2010-02-15,22914.502614095818,9187.82966912304,41911.99834147542,22914.502614095818,22914.502614095818,3121.2522497622526,3121.2522497622526,3121.2522497622526,3121.2522497622526,3121.2522497622526,3121.2522497622526,0.0,0.0,0.0,26035.75486385807
2010-02-16,22932.43431780635,13132.336165702933,44781.502707660875,22932.43431780635,22932.43431780635,5961.846001164805,5961.846001164805,5961.846001164805,5961.846001164805,5961.846001164805,5961.846001164805,0.0,0.0,0.0,28894.280318971156
2010-02-17,22950.366021516882,8662.70972316767,41977.31555193211,22950.366021516882,22950.366021516882,2269.1096871766017,2269.1096871766017,2269.1096871766017,2269.1096871766017,2269.1096871766017,2269.1096871766017,0.0,0.0,0.0,25219.475708693484
2010-02-18,22968.297725227414,16455.72498851315,49473.339973055576,22968.297725227414,22968.297725227414,10223.819474486776,10223.819474486776,10223.819474486776,10223.819474486776,10223.819474486776,10223.819474486776,0.0,0.0,0.0,33192.117199714194
2010-02-19,22986.229428937946,6829.294646488354,39576.431917347654,22986.229428937946,22986.229428937946,75.43283805239177,75.43283805239177,75.43283805239177,75.43283805239177,75.43283805239177,75.43283805239177,0.0,0.0,0.0,23061.662266990337
2010-02-21,23022.09283635901,-1634.5625947897531,30886.318233164682,23022.09283635901,23022.09283635901,-8015.761444076686,-8015.761444076686,-8015.761444076686,-8015.761444076686,-8015.761444076686,-8015.761444076686,0.0,0.0,0.0,15006.331392282325
2010-02-22,23040.024540069542,10427.597632323632,40766.80973904135,23040.024540069542,23040.024540069542,3121.2522497732753,3121.2522497732753,3121.2522497732753,3121.2522497732753,3121.2522497732753,3121.2522497732753,0.0,0.0,0.0,26161.276789842817
2010-02-23,23057.956243780074,15024.353164319275,44080.4132113145,23057.956243780074,23057.956243780074,5961.846001170652,5961.846001170652,5961.846001170652,5961.846001170652,5961.846001170652,5961.846001170652,0.0,0.0,0.0,29019.802244950726
2010-02-24,23075.887947490603,9683.880723861932,41252.9520505292,23075.887947490603,23075.887947490603,2269.10968716875,2269.10968716875,2269.10968716875,2269.10968716875,2269.10968716875,2269.10968716875,0.0,0.0,0.0,25344.997634659354
2010-02-25,23093.81965120114,17928.565255461457,49645.554703593065,23093.81965120114,23093.81965120114,10223.819474485963,10223.819474485963,10223.819474485963,10223.819474485963,10223.819474485963,10223.819474485963,0.0,0.0,0.0,33317.6391256871
2010-02-26,23111.75135491167,7963.787483826613,39692.845317291445,23111.75135491167,23111.75135491167,75.43283805345406,75.43283805345406,75.43283805345406,75.43283805345406,75.43283805345406,75.43283805345406,0.0,0.0,0.0,23187.184192965124
2010-02-28,23147.614762332734,-718.7759755210456,31392.894652548755,23147.614762332734,23147.614762332734,-8015.761444053249,-8015.761444053249,-8015.761444053249,-8015.761444053249,-8015.761444053249,-8015.761444053249,0.0,0.0,0.0,15131.853318279485
2010-03-01,23165.546466043266,10435.148560818872,42653.44646784335,23165.546466043266,23165.546466043266,3121.2522497695236,3121.2522497695236,3121.2522497695236,3121.2522497695236,3121.2522497695236,3121.2522497695236,0.0,0.0,0.0,26286.79871581279
2010-03-02,23183.4781697538,12286.954257944364,46133.4482880608,23183.4781697538,23183.4781697538,5961.846001165632,5961.846001165632,5961.846001165632,5961.846001165632,5961.846001165632,5961.846001165632,0.0,0.0,0.0,29145.32417091943
2010-03-03,23201.40987346433,8111.02106972442,41319.55274039929,23201.40987346433,23201.40987346433,2269.1096871726754,2269.1096871726754,2269.1096871726754,2269.1096871726754,2269.1096871726754,2269.1096871726754,0.0,0.0,0.0,25470.519560637007
2010-03-04,23219.341577174862,17419.384471403475,49147.97704922587,23219.341577174862,23219.341577174862,10223.819474492451,10223.819474492451,10223.819474492451,10223.819474492451,10223.819474492451,10223.819474492451,0.0,0.0,0.0,33443.16105166731
2010-03-05,23237.273280885394,7747.744287486296,39362.80624016182,23237.273280885394,23237.273280885394,75.43283806617193,75.43283806617193,75.43283806617193,75.43283806617193,75.43283806617193,75.43283806617193,0.0,0.0,0.0,23312.706118951566
2010-03-07,23273.1366911454,-1284.9994118677494,31359.924557288843,23273.1366911454,23273.1366911454,-8015.761444079751,-8015.761444079751,-8015.761444079751,-8015.761444079751,-8015.761444079751,-8015.761444079751,0.0,0.0,0.0,15257.375247065647
2010-03-08,23291.068396275397,10611.704424660873,41700.662997579566,23291.068396275397,23291.068396275397,3121.2522497732216,3121.2522497732216,3121.2522497732216,3121.2522497732216,3121.2522497732216,3121.2522497732216,0.0,0.0,0.0,26412.320646048618
2010-03-09,23309.0001014054,13775.396401514367,44913.84932881863,23309.0001014054,23309.0001014054,5961.846001163234,5961.846001163234,5961.846001163234,5961.846001163234,5961.846001163234,5961.846001163234,0.0,0.0,0.0,29270.846102568634
2010-03-10,23326.931806535402,9813.031806442386,41587.28937288072,23326.931806535402,23326.931806535402,2269.1096871766003,2269.1096871766003,2269.1096871766003,2269.1096871766003,2269.1096871766003,2269.1096871766003,0.0,0.0,0.0,25596.041493712
2010-03-11,23344.8635116654,17617.096734099883,49296.006997000775,23344.8635116654,23344.8635116654,10223.819474484333,10223.819474484333,10223.819474484333,10223.819474484333,10223.819474484333,10223.819474484333,0.0,0.0,0.0,33568.68298614973
2010-03-12,23362.795216795403,8446.683954645541,38743.46739042289,23362.795216795403,23362.795216795403,75.43283810001299,75.43283810001299,75.43283810001299,75.43283810001299,75.43283810001299,75.43283810001299,0.0,0.0,0.0,23438.228054895415
2010-03-14,23398.658627055407,-367.9998218250122,31638.359205673125,23398.658627055407,23398.658627055407,-8015.761444066889,-8015.761444066889,-8015.761444066889,-8015.761444066889,-8015.761444066889,-8015.761444066889,0.0,0.0,0.0,15382.897182988518
2010-03-15,23416.590332185406,10999.460002029447,42031.60712525592,23416.590332185406,23416.590332185406,3121.252249762147,3121.252249762147,3121.252249762147,3121.252249762147,3121.252249762147,3121.252249762147,0.0,0.0,0.0,26537.842581947552
2010-03-16,23434.52203731541,13353.595126529626,46405.96963298939,23434.52203731541,23434.52203731541,5961.846001158214,5961.846001158214,5961.846001158214,5961.846001158214,5961.846001158214,5961.846001158214,0.0,0.0,0.0,29396.368038473625
2010-03-17,23452.45374244541,10053.439148915724,43000.682037513856,23452.45374244541,23452.45374244541,2269.1096871713435,2269.1096871713435,2269.1096871713435,2269.1096871713435,2269.1096871713435,2269.1096871713435,0.0,0.0,0.0,25721.563429616755
2010-03-18,23470.38544757541,18662.074713555667,50565.33053114219,23470.38544757541,23470.38544757541,10223.819474488488,10223.819474488488,10223.819474488488,10223.819474488488,10223.819474488488,10223.819474488488,0.0,0.0,0.0,33694.204922063895
2010-03-19,23488.317152705415,6312.849299096768,39862.931997367545,23488.317152705415,23488.317152705415,75.43283807995188,75.43283807995188,75.43283807995188,75.43283807995188,75.43283807995188,75.43283807995188,0.0,0.0,0.0,23563.749990785367
2010-03-21,23524.180562965415,252.47611953505356,31218.965375214455,23524.180562965415,23524.180562965415,-8015.761444054027,-8015.761444054027,-8015.761444054027,-8015.761444054027,-8015.761444054027,-8015.761444054027,0.0,0.0,0.0,15508.419118911388
2010-03-22,23542.112268095418,10615.910293008203,41964.29871380257,23542.112268095418,23542.112268095418,3121.2522497437485,3121.2522497437485,3121.2522497437485,3121.2522497437485,3121.2522497437485,3121.2522497437485,0.0,0.0,0.0,26663.364517839167
2010-03-23,23560.04397322542,14353.612338838913,45904.73608518167,23560.04397322542,23560.04397322542,5961.846001166687,5961.846001166687,5961.846001166687,5961.846001166687,5961.846001166687,5961.846001166687,0.0,0.0,0.0,29521.889974392107
2010-03-24,23577.97567835542,10090.102507221196,42179.01280641891,23577.97567835542,23577.97567835542,2269.109687172673,2269.109687172673,2269.109687172673,2269.109687172673,2269.109687172673,2269.109687172673,0.0,0.0,0.0,25847.08536552809
2010-03-25,23595.90738348542,18595.920288744015,48771.1739642414,23595.90738348542,23595.90738348542,10223.819474487671,10223.819474487671,10223.819474487671,10223.819474487671,10223.819474487671,10223.819474487671,0.0,0.0,0.0,33819.72685797309
2010-03-26,23613.839088615423,7502.5731620737615,39633.11557444525,23613.839088615423,23613.839088615423,75.43283805989117,75.43283805989117,75.43283805989117,75.43283805989117,75.43283805989117,75.43283805989117,0.0,0.0,0.0,23689.271926675316
2010-03-28,23649.702498875424,-256.8428608365691,30763.662469911305,23649.702498875424,23649.702498875424,-8015.761444069954,-8015.761444069954,-8015.761444069954,-8015.761444069954,-8015.761444069954,-8015.761444069954,0.0,0.0,0.0,15633.94105480547
2010-03-29,23667.634221999797,11473.73413433051,43130.35197296705,23667.634221999797,23667.634221999797,3121.252249754769,3121.252249754769,3121.252249754769,3121.252249754769,3121.252249754769,3121.252249754769,0.0,0.0,0.0,26788.886471754566
2010-03-30,23685.565945124166,13902.214638225045,44835.82908679459,23685.565945124166,23685.565945124166,5961.846001161665,5961.846001161665,5961.846001161665,5961.846001161665,5961.846001161665,5961.846001161665,0.0,0.0,0.0,29647.411946285833
2010-03-31,23703.49766824854,9752.149533797789,41955.3403473456,23703.49766824854,23703.49766824854,2269.1096871765985,2269.1096871765985,2269.1096871765985,2269.1096871765985,2269.1096871765985,2269.1096871765985,0.0,0.0,0.0,25972.607355425138
2010-04-01,23721.429391372913,17707.779229478656,50639.11800932995,23721.429391372913,23721.429391372913,10223.819474484524,10223.819474484524,10223.819474484524,10223.819474484524,10223.819474484524,10223.819474484524,0.0,0.0,0.0,33945.24886585744
2010-04-06,23811.088006994767,14174.008903622216,45913.05525704808,23811.088006994767,23811.088006994767,5961.846001156645,5961.846001156645,5961.846001156645,5961.846001156645,5961.846001156645,5961.846001156645,0.0,0.0,0.0,29772.934008151413
2010-04-07,23829.019730119137,10316.723526478649,41531.29150233207,23829.019730119137,23829.019730119137,2269.1096871779273,2269.1096871779273,2269.1096871779273,2269.1096871779273,2269.1096871779273,2269.1096871779273,0.0,0.0,0.0,26098.129417297063
2010-04-08,23846.95145324351,17806.22492622741,50876.10197640865,23846.95145324351,23846.95145324351,10223.819474481375,10223.819474481375,10223.819474481375,10223.819474481375,10223.819474481375,10223.819474481375,0.0,0.0,0.0,34070.77092772489
2010-04-09,23864.88317636788,8919.317723108901,40293.32173723901,23864.88317636788,23864.88317636788,75.43283807367162,75.43283807367162,75.43283807367162,75.43283807367162,75.43283807367162,75.43283807367162,0.0,0.0,0.0,23940.316014441552
2010-04-11,23900.74662261662,616.8452349944137,31801.98677829474,23900.74662261662,23900.74662261662,-8015.761444054806,-8015.761444054806,-8015.761444054806,-8015.761444054806,-8015.761444054806,-8015.761444054806,0.0,0.0,0.0,15884.985178561816
2010-04-12,23918.678345740995,10396.034366386257,41893.74545823001,23918.678345740995,23918.678345740995,3121.252249769487,3121.252249769487,3121.252249769487,3121.252249769487,3121.252249769487,3121.252249769487,0.0,0.0,0.0,27039.930595510483
2010-04-13,23936.610068865364,14423.539151357238,46313.39685588377,23936.610068865364,23936.610068865364,5961.846001165117,5961.846001165117,5961.846001165117,5961.846001165117,5961.846001165117,5961.846001165117,0.0,0.0,0.0,29898.45607003048
2010-04-14,23954.541791989737,9897.65583838531,41792.65733820319,23954.541791989737,23954.541791989737,2269.109687175267,2269.109687175267,2269.109687175267,2269.109687175267,2269.109687175267,2269.109687175267,0.0,0.0,0.0,26223.651479165004
2010-04-15,23972.473515114107,17796.673950620043,49587.4117950703,23972.473515114107,23972.473515114107,10223.81947448056,10223.81947448056,10223.81947448056,10223.81947448056,10223.81947448056,10223.81947448056,0.0,0.0,0.0,34196.292989594665
2010-04-16,23990.40523823848,8574.688498470776,40170.154246960585,23990.40523823848,23990.40523823848,75.4328380641727,75.4328380641727,75.4328380641727,75.4328380641727,75.4328380641727,75.4328380641727,0.0,0.0,0.0,24065.83807630265
2010-04-18,24026.268684487222,283.97874527000516,32741.871849507563,24026.268684487222,24026.268684487222,-8015.761444099521,-8015.761444099521,-8015.761444099521,-8015.761444099521,-8015.761444099521,-8015.761444099521,0.0,0.0,0.0,16010.507240387702
2010-04-19,24044.20040761159,11998.192978116653,42749.60328314302,24044.20040761159,24044.20040761159,3121.252249758412,3121.252249758412,3121.252249758412,3121.252249758412,3121.252249758412,3121.252249758412,0.0,0.0,0.0,27165.452657370002
2010-04-20,24062.13213073596,14727.833376893122,44330.81478328226,24062.13213073596,24062.13213073596,5961.846001160095,5961.846001160095,5961.846001160095,5961.846001160095,5961.846001160095,5961.846001160095,0.0,0.0,0.0,30023.978131896056
2010-04-21,24080.063853860334,9749.501048137516,42310.02404072829,24080.063853860334,24080.063853860334,2269.109687176596,2269.109687176596,2269.109687176596,2269.109687176596,2269.109687176596,2269.109687176596,0.0,0.0,0.0,26349.17354103693
2010-04-22,24097.995577081852,18856.907858542425,50473.75271868207,24097.995577081852,24097.995577081852,10223.819474479746,10223.819474479746,10223.819474479746,10223.819474479746,10223.819474479746,10223.819474479746,0.0,0.0,0.0,34321.8150515616
2010-04-23,24115.92730030337,8325.33138153037,39749.04504352164,24115.92730030337,24115.92730030337,75.43283804411179,75.43283804411179,75.43283804411179,75.43283804411179,75.43283804411179,75.43283804411179,0.0,0.0,0.0,24191.36013834748
2010-04-25,24151.790746746403,149.69135188004623,32092.29013937486,24151.790746746403,24151.790746746403,-8015.761444076086,-8015.761444076086,-8015.761444076086,-8015.761444076086,-8015.761444076086,-8015.761444076086,0.0,0.0,0.0,16136.029302670317
2010-04-26,24169.72246996792,11760.27434328838,43070.889156802885,24169.72246996792,24169.72246996792,3121.2522497621103,3121.2522497621103,3121.2522497621103,3121.2522497621103,3121.2522497621103,3121.2522497621103,0.0,0.0,0.0,27290.97471973003
2010-04-27,24187.65419318944,15386.453077597174,46162.43761826069,24187.65419318944,24187.65419318944,5961.8460011577,5961.8460011577,5961.8460011577,5961.8460011577,5961.8460011577,5961.8460011577,0.0,0.0,0.0,30149.50019434714
2010-04-28,24205.585916410953,9678.678973813063,42206.87038475673,24205.585916410953,24205.585916410953,2269.1096871739355,2269.1096871739355,2269.1096871739355,2269.1096871739355,2269.1096871739355,2269.1096871739355,0.0,0.0,0.0,26474.69560358489
